PHR,group,level,n,answer,pct,low,high
7,Income,"$25,000 to <$50,000",186,YES,35.7,27.0,45.4
7,Income,"$50,000+",641,YES,32.9,28.5,37.7
7,Marital Status,Married,535,YES,33.2,28.5,38.3
7,Marital Status,Not married,548,YES,37.4,31.7,43.5
7,Employment Status,Employed,659,YES,27.1,22.9,31.7
7,Employment Status,Not employed,423,YES,49.9,42.7,57.1
7,Health Insurance,Health insurance,969,YES,37.3,33.3,41.5
7,Health Insurance,No health insurance,79,YES,,,
7,Disability Status,Has disability,294,YES,42.2,34.2,50.6
7,Disability Status,No disability,788,YES,32.8,28.7,37.2
7,Sexual Orientation,"Gay, Lesbian, or Bisexual",79,YES,38.9,25.7,54.0
7,Sexual Orientation,Straight,803,YES,35.8,31.4,40.4
7,Total,Total,"1,090",NO,64.6,60.7,68.3
7,Sex,Male,540,NO,66.8,61.4,71.7
7,Sex,Female,550,NO,62.7,57.0,68.1
7,Race/Ethnicity,"White, Non-Hispanic",699,NO,59.7,55.0,64.3
7,Race/Ethnicity,"Black, Non-Hispanic",63,NO,64.8,48.7,78.0
7,Race/Ethnicity,Hispanic,222,NO,72.0,63.4,79.3
7,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",88,NO,71.0,57.0,81.9
7,Age,18 to 29,203,NO,74.0,65.0,81.3
7,Age,30 to 44,270,NO,82.9,76.6,87.8
7,Age,45 to 64,303,NO,67.9,60.8,74.3
7,Age,65+,299,NO,25.0,18.0,33.6
7,Education,Less than high school,58,NO,74.9,57.4,86.8
7,Education,High school graduate,213,NO,61.8,52.6,70.2
7,Education,Some college,262,NO,65.1,57.6,71.9
7,Education,College graduate,553,NO,62.6,57.7,67.3
7,Income,"<$25,000",102,NO,58.7,43.3,72.6
7,Income,"$25,000 to <$50,000",186,NO,64.3,54.6,73.0
7,Income,"$50,000+",641,NO,67.1,62.3,71.5
7,Marital Status,Married,535,NO,66.8,61.7,71.5
7,Marital Status,Not married,548,NO,62.6,56.5,68.3
7,Employment Status,Employed,659,NO,72.9,68.3,77.1
7,Employment Status,Not employed,423,NO,50.1,42.9,57.3
7,Health Insurance,Health insurance,969,NO,62.7,58.5,66.7
7,Health Insurance,No health insurance,79,NO,79.8,65.1,89.3
7,Disability Status,Has disability,294,NO,57.8,49.4,65.8
7,Disability Status,No disability,788,NO,67.2,62.8,71.3
7,Sexual Orientation,"Gay, Lesbian, or Bisexual",79,NO,61.1,46.0,74.3
7,Sexual Orientation,Straight,803,NO,64.2,59.6,68.6
8,Total,Total,"1,225",YES,31.6,28.1,35.4
8,Sex,Male,608,YES,31.8,26.7,37.5
8,Sex,Female,617,YES,31.4,26.7,36.5
8,Race/Ethnicity,"White, Non-Hispanic",670,YES,40.8,35.9,45.8
8,Race/Ethnicity,"Black, Non-Hispanic",77,YES,40.9,28.1,55.1
8,Race/Ethnicity,Hispanic,378,YES,25.0,20.1,30.8
8,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",76,YES,31.1,18.1,47.9
8,Age,18 to 29,146,YES,23.9,16.1,33.8
8,Age,30 to 44,282,YES,20.7,15.2,27.6
8,Age,45 to 64,393,YES,24.9,19.7,30.9
8,Age,65+,387,YES,65.6,56.0,74.0
8,Education,Less than high school,70,YES,,,
8,Education,High school graduate,244,YES,23.3,17.5,30.4
8,Education,Some college,326,YES,40.5,33.7,47.6
8,Education,College graduate,583,YES,37.3,32.5,42.4
8,Income,"<$25,000",115,YES,20.6,13.1,31.0
8,Income,"$25,000 to <$50,000",232,YES,29.6,22.0,38.4
8,Income,"$50,000+",702,YES,35.6,30.8,40.7
8,Marital Status,Married,668,YES,36.4,31.3,41.9
8,Marital Status,Not married,547,YES,26.2,21.6,31.5
8,Employment Status,Employed,612,YES,22.8,18.6,27.5
8,Employment Status,Not employed,593,YES,42.4,36.2,48.9
8,Health Insurance,Health insurance,"1,076",YES,35.6,31.6,39.9
8,Health Insurance,No health insurance,109,YES,,,
8,Disability Status,Has disability,384,YES,36.7,29.5,44.4
8,Disability Status,No disability,834,YES,29.0,25.0,33.4
8,Sexual Orientation,"Gay, Lesbian, or Bisexual",73,YES,40.8,27.3,55.9
8,Sexual Orientation,Straight,976,YES,32.2,28.3,36.4
8,Total,Total,"1,225",NO,68.4,64.6,71.9
8,Sex,Male,608,NO,68.2,62.5,73.3
8,Sex,Female,617,NO,68.6,63.5,73.3
8,Race/Ethnicity,"White, Non-Hispanic",670,NO,59.2,54.2,64.1
8,Race/Ethnicity,"Black, Non-Hispanic",77,NO,59.1,44.9,71.9
8,Race/Ethnicity,Hispanic,378,NO,75.0,69.2,79.9
8,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",76,NO,68.9,52.1,81.9
8,Age,18 to 29,146,NO,76.1,66.2,83.9
8,Age,30 to 44,282,NO,79.3,72.4,84.8
8,Age,45 to 64,393,NO,75.1,69.1,80.3
8,Age,65+,387,NO,34.4,26.0,44.0
8,Education,Less than high school,70,NO,83.8,71.6,91.4
8,Education,High school graduate,244,NO,76.7,69.6,82.5
8,Education,Some college,326,NO,59.5,52.4,66.3
8,Education,College graduate,583,NO,62.7,57.6,67.5
8,Income,"<$25,000",115,NO,79.4,69.0,86.9
8,Income,"$25,000 to <$50,000",232,NO,70.4,61.6,78.0
8,Income,"$50,000+",702,NO,64.4,59.3,69.2
8,Marital Status,Married,668,NO,63.6,58.1,68.7
8,Marital Status,Not married,547,NO,73.8,68.5,78.4
8,Employment Status,Employed,612,NO,77.2,72.5,81.4
8,Employment Status,Not employed,593,NO,57.6,51.1,63.8
8,Health Insurance,Health insurance,"1,076",NO,64.4,60.1,68.4
8,Health Insurance,No health insurance,109,NO,88.9,79.6,94.3
8,Disability Status,Has disability,384,NO,63.3,55.6,70.5
8,Disability Status,No disability,834,NO,71.0,66.6,75.0
8,Sexual Orientation,"Gay, Lesbian, or Bisexual",73,NO,59.2,44.1,72.7
8,Sexual Orientation,Straight,976,NO,67.8,63.6,71.7
9,Total,Total,396,YES,25.2,18.1,33.8
9,Sex,Male,217,YES,19.9,12.4,30.5
9,Sex,Female,179,YES,31.5,20.3,45.2
9,Race/Ethnicity,"White, Non-Hispanic",214,YES,34.8,23.2,48.4
9,Race/Ethnicity,"Black, Non-Hispanic",N,YES,,,
9,Race/Ethnicity,Hispanic,133,YES,19.6,10.5,33.6
9,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",N,YES,,,
9,Age,18 to 29,55,YES,,,
9,Age,30 to 44,119,YES,,,
9,Age,45 to 64,129,YES,,,
9,Age,65+,91,YES,38.5,21.0,59.7
9,Education,Less than high school,N,YES,,,
9,Education,High school graduate,116,YES,25.1,13.4,42.0
9,Education,Some college,116,YES,30.8,17.6,48.1
9,Education,College graduate,122,YES,31.0,17.8,48.2
9,Income,"<$25,000",N,YES,,,
9,Income,"$25,000 to <$50,000",66,YES,,,
9,Income,"$50,000+",216,YES,20.5,12.1,32.6
9,Marital Status,Married,202,YES,26.1,17.0,37.9
9,Marital Status,Not married,193,YES,24.2,14.4,37.8
9,Employment Status,Employed,241,YES,16.5,10.1,25.9
9,Employment Status,Not employed,146,YES,42.0,27.6,58.1
9,Health Insurance,Health insurance,318,YES,26.9,18.8,36.9
9,Health Insurance,No health insurance,63,YES,,,
9,Disability Status,Has disability,124,YES,31.7,17.3,50.8
9,Disability Status,No disability,268,YES,21.9,14.7,31.4
9,Sexual Orientation,"Gay, Lesbian, or Bisexual",N,YES,,,
9,Sexual Orientation,Straight,335,YES,20.4,13.8,29.3
9,Total,Total,396,NO,74.8,66.2,81.9
9,Sex,Male,217,NO,80.1,69.5,87.6
9,Sex,Female,179,NO,68.5,54.8,79.7
9,Race/Ethnicity,"White, Non-Hispanic",214,NO,65.2,51.6,76.8
9,Race/Ethnicity,"Black, Non-Hispanic",N,NO,,,
9,Race/Ethnicity,Hispanic,133,NO,80.4,66.4,89.5
9,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",N,NO,,,
9,Age,18 to 29,55,NO,76.6,51.4,91.0
9,Age,30 to 44,119,NO,77.6,61.5,88.3
9,Age,45 to 64,129,NO,76.8,60.1,87.9
9,Age,65+,91,NO,61.5,40.3,79.0
9,Education,Less than high school,N,NO,,,
9,Education,High school graduate,116,NO,74.9,58.0,86.6
9,Education,Some college,116,NO,69.2,51.9,82.4
9,Education,College graduate,122,NO,69.0,51.8,82.2
9,Income,"<$25,000",N,NO,,,
9,Income,"$25,000 to <$50,000",66,NO,61.4,37.4,80.9
9,Income,"$50,000+",216,NO,79.5,67.4,87.9
9,Marital Status,Married,202,NO,73.9,62.1,83.0
9,Marital Status,Not married,193,NO,75.8,62.2,85.6
9,Employment Status,Employed,241,NO,83.5,74.1,89.9
9,Employment Status,Not employed,146,NO,58.0,41.9,72.4
9,Health Insurance,Health insurance,318,NO,73.1,63.1,81.2
9,Health Insurance,No health insurance,63,NO,86.6,62.2,96.2
9,Disability Status,Has disability,124,NO,68.3,49.2,82.7
9,Disability Status,No disability,268,NO,78.1,68.6,85.3
9,Sexual Orientation,"Gay, Lesbian, or Bisexual",N,NO,,,
9,Sexual Orientation,Straight,335,NO,79.6,70.7,86.2
