source_file,group,category,sample_size,response,pct,ci_low,ci_high
2024_PHR3_BRFSS_Summary_Tables.xlsx,Age,18 to 29,459,NO,15.6,11.7,20.6
2024_PHR3_BRFSS_Summary_Tables.xlsx,Age,30 to 44,668,NO,15.8,12.3,19.9
2024_PHR3_BRFSS_Summary_Tables.xlsx,Age,45 to 64,783,NO,7.0,5.0,9.8
2024_PHR3_BRFSS_Summary_Tables.xlsx,Age,65+,692,NO,,,
2024_PHR3_BRFSS_Summary_Tables.xlsx,Education,Less than high school,134,NO,,,
2024_PHR3_BRFSS_Summary_Tables.xlsx,Education,High school graduate,572,NO,12.2,8.6,17.0
2024_PHR3_BRFSS_Summary_Tables.xlsx,Education,Some college,709,NO,8.9,6.6,11.9
2024_PHR3_BRFSS_Summary_Tables.xlsx,Education,College graduate,"1,214",NO,10.4,8.4,12.8
2024_PHR3_BRFSS_Summary_Tables.xlsx,Income,"<$25,000",244,NO,11.4,6.5,19.2
2024_PHR3_BRFSS_Summary_Tables.xlsx,Income,"$25,000 to <$50,000",469,NO,10.1,6.5,15.4
2024_PHR3_BRFSS_Summary_Tables.xlsx,Income,"$50,000+","1,410",NO,10.8,8.8,13.1
2024_PHR3_BRFSS_Summary_Tables.xlsx,Marital Status,Married,"1,360",NO,9.3,7.4,11.7
2024_PHR3_BRFSS_Summary_Tables.xlsx,Marital Status,Not married,"1,256",NO,11.5,9.1,14.3
2024_PHR3_BRFSS_Summary_Tables.xlsx,Employment Status,Employed,"1,493",NO,12.4,10.2,15.0
2024_PHR3_BRFSS_Summary_Tables.xlsx,Employment Status,Not employed,"1,091",NO,6.4,4.7,8.7
2024_PHR3_BRFSS_Summary_Tables.xlsx,Health Insurance,Health insurance,"2,248",NO,8.9,7.3,10.7
2024_PHR3_BRFSS_Summary_Tables.xlsx,Health Insurance,No health insurance,274,NO,16.9,11.6,24.0
2024_PHR3_BRFSS_Summary_Tables.xlsx,Disability Status,Has disability,725,NO,8.4,5.9,11.7
2024_PHR3_BRFSS_Summary_Tables.xlsx,Disability Status,No disability,"1,735",NO,11.3,9.3,13.6
2024_PHR3_BRFSS_Summary_Tables.xlsx,Sexual Orientation,"Gay, Lesbian, or Bisexual",158,NO,10.7,6.4,17.5
2024_PHR3_BRFSS_Summary_Tables.xlsx,Sexual Orientation,Straight,"2,033",NO,9.8,8.1,11.9
2024_PHR4_BRFSS_Summary_Tables.xlsx,Total,Total,249,YES,73.1,64.7,80.1
2024_PHR4_BRFSS_Summary_Tables.xlsx,Sex,Male,122,YES,65.1,52.9,75.6
2024_PHR4_BRFSS_Summary_Tables.xlsx,Sex,Female,127,YES,80.4,68.7,88.4
2024_PHR4_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"White, Non-Hispanic",177,YES,70.8,60.7,79.2
2024_PHR4_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Black, Non-Hispanic",N,YES,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,Hispanic,N,YES,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",N,YES,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Age,18 to 29,N,YES,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Age,30 to 44,51,YES,54.8,38.6,70.1
2024_PHR4_BRFSS_Summary_Tables.xlsx,Age,45 to 64,77,YES,82.6,70.6,90.3
2024_PHR4_BRFSS_Summary_Tables.xlsx,Age,65+,98,YES,95.5,88.3,98.3
2024_PHR4_BRFSS_Summary_Tables.xlsx,Education,Less than high school,N,YES,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Education,High school graduate,85,YES,57.4,43.4,70.4
2024_PHR4_BRFSS_Summary_Tables.xlsx,Education,Some college,78,YES,82.1,69.1,90.4
2024_PHR4_BRFSS_Summary_Tables.xlsx,Education,College graduate,69,YES,83.7,69.6,92.0
2024_PHR4_BRFSS_Summary_Tables.xlsx,Income,"<$25,000",N,YES,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Income,"$25,000 to <$50,000",64,YES,64.7,47.5,78.7
2024_PHR4_BRFSS_Summary_Tables.xlsx,Income,"$50,000+",88,YES,69.8,56.1,80.7
2024_PHR4_BRFSS_Summary_Tables.xlsx,Marital Status,Married,120,YES,74.5,62.4,83.7
2024_PHR4_BRFSS_Summary_Tables.xlsx,Marital Status,Not married,129,YES,71.5,59.3,81.2
2024_PHR4_BRFSS_Summary_Tables.xlsx,Employment Status,Employed,101,YES,59.8,47.4,71.1
2024_PHR4_BRFSS_Summary_Tables.xlsx,Employment Status,Not employed,141,YES,85.8,74.8,92.5
2024_PHR4_BRFSS_Summary_Tables.xlsx,Health Insurance,Health insurance,214,YES,78.9,69.5,85.9
2024_PHR4_BRFSS_Summary_Tables.xlsx,Health Insurance,No health insurance,N,YES,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Disability Status,Has disability,82,YES,79.4,64.6,89.0
2024_PHR4_BRFSS_Summary_Tables.xlsx,Disability Status,No disability,148,YES,70.4,59.6,79.3
2024_PHR4_BRFSS_Summary_Tables.xlsx,Sexual Orientation,"Gay, Lesbian, or Bisexual",N,YES,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Sexual Orientation,Straight,181,YES,72.7,62.7,80.9
2024_PHR4_BRFSS_Summary_Tables.xlsx,Total,Total,249,NO,10.9,6.5,17.9
2024_PHR4_BRFSS_Summary_Tables.xlsx,Sex,Male,122,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Sex,Female,127,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"White, Non-Hispanic",177,NO,13.8,7.6,24.0
2024_PHR4_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Black, Non-Hispanic",N,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,Hispanic,N,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",N,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Age,18 to 29,N,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Age,30 to 44,51,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Age,45 to 64,77,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Age,65+,98,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Education,Less than high school,N,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Education,High school graduate,85,NO,25.4,14.4,41.0
2024_PHR4_BRFSS_Summary_Tables.xlsx,Education,Some college,78,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Education,College graduate,69,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Income,"<$25,000",N,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Income,"$25,000 to <$50,000",64,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Income,"$50,000+",88,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Marital Status,Married,120,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Marital Status,Not married,129,NO,10.4,5.7,18.3
2024_PHR4_BRFSS_Summary_Tables.xlsx,Employment Status,Employed,101,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Employment Status,Not employed,141,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Health Insurance,Health insurance,214,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Health Insurance,No health insurance,N,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Disability Status,Has disability,82,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Disability Status,No disability,148,NO,13.8,7.6,23.7
2024_PHR4_BRFSS_Summary_Tables.xlsx,Sexual Orientation,"Gay, Lesbian, or Bisexual",N,NO,,,
2024_PHR4_BRFSS_Summary_Tables.xlsx,Sexual Orientation,Straight,181,NO,10.9,6.0,19.0
2024_PHR5_BRFSS_Summary_Tables.xlsx,Total,Total,587,YES,77.2,68.5,84.0
2024_PHR5_BRFSS_Summary_Tables.xlsx,Sex,Male,277,YES,74.4,61.8,84.0
2024_PHR5_BRFSS_Summary_Tables.xlsx,Sex,Female,310,YES,80.5,67.6,89.1
2024_PHR5_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"White, Non-Hispanic",378,YES,81.7,69.2,89.8
2024_PHR5_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Black, Non-Hispanic",90,YES,84.0,65.4,93.6
2024_PHR5_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,Hispanic,73,YES,60.8,41.5,77.3
2024_PHR5_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",N,YES,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Age,18 to 29,64,YES,59.1,38.0,77.3
2024_PHR5_BRFSS_Summary_Tables.xlsx,Age,30 to 44,98,YES,68.3,46.9,84.0
2024_PHR5_BRFSS_Summary_Tables.xlsx,Age,45 to 64,178,YES,86.1,71.3,93.9
2024_PHR5_BRFSS_Summary_Tables.xlsx,Age,65+,239,YES,97.2,93.1,98.9
2024_PHR5_BRFSS_Summary_Tables.xlsx,Education,Less than high school,N,YES,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Education,High school graduate,183,YES,79.4,64.6,89.0
2024_PHR5_BRFSS_Summary_Tables.xlsx,Education,Some college,185,YES,77.4,61.8,87.9
2024_PHR5_BRFSS_Summary_Tables.xlsx,Education,College graduate,174,YES,87.2,63.9,96.3
2024_PHR5_BRFSS_Summary_Tables.xlsx,Income,"<$25,000",98,YES,71.8,50.8,86.3
2024_PHR5_BRFSS_Summary_Tables.xlsx,Income,"$25,000 to <$50,000",132,YES,81.0,62.7,91.5
2024_PHR5_BRFSS_Summary_Tables.xlsx,Income,"$50,000+",235,YES,78.1,61.2,88.9
2024_PHR5_BRFSS_Summary_Tables.xlsx,Marital Status,Married,266,YES,82.8,68.9,91.3
2024_PHR5_BRFSS_Summary_Tables.xlsx,Marital Status,Not married,317,YES,72.7,60.6,82.2
2024_PHR5_BRFSS_Summary_Tables.xlsx,Employment Status,Employed,249,YES,73.7,61.1,83.4
2024_PHR5_BRFSS_Summary_Tables.xlsx,Employment Status,Not employed,326,YES,82.2,68.4,90.8
2024_PHR5_BRFSS_Summary_Tables.xlsx,Health Insurance,Health insurance,511,YES,85.6,77.3,91.2
2024_PHR5_BRFSS_Summary_Tables.xlsx,Health Insurance,No health insurance,52,YES,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Disability Status,Has disability,203,YES,83.2,66.3,92.6
2024_PHR5_BRFSS_Summary_Tables.xlsx,Disability Status,No disability,352,YES,75.1,64.0,83.7
2024_PHR5_BRFSS_Summary_Tables.xlsx,Sexual Orientation,"Gay, Lesbian, or Bisexual",N,YES,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Sexual Orientation,Straight,496,YES,78.1,67.9,85.7
2024_PHR5_BRFSS_Summary_Tables.xlsx,Total,Total,587,NO,8.7,5.0,14.6
2024_PHR5_BRFSS_Summary_Tables.xlsx,Sex,Male,277,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Sex,Female,310,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"White, Non-Hispanic",378,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Black, Non-Hispanic",90,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,Hispanic,73,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",N,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Age,18 to 29,64,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Age,30 to 44,98,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Age,45 to 64,178,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Age,65+,239,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Education,Less than high school,N,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Education,High school graduate,183,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Education,Some college,185,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Education,College graduate,174,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Income,"<$25,000",98,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Income,"$25,000 to <$50,000",132,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Income,"$50,000+",235,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Marital Status,Married,266,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Marital Status,Not married,317,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Employment Status,Employed,249,NO,5.8,3.3,10.1
2024_PHR5_BRFSS_Summary_Tables.xlsx,Employment Status,Not employed,326,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Health Insurance,Health insurance,511,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Health Insurance,No health insurance,52,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Disability Status,Has disability,203,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Disability Status,No disability,352,NO,12.5,6.9,21.6
2024_PHR5_BRFSS_Summary_Tables.xlsx,Sexual Orientation,"Gay, Lesbian, or Bisexual",N,NO,,,
2024_PHR5_BRFSS_Summary_Tables.xlsx,Sexual Orientation,Straight,496,NO,10.3,5.7,17.8
2024_PHR6_BRFSS_Summary_Tables.xlsx,Total,Total,"1,655",YES,72.2,68.0,76.1
2024_PHR6_BRFSS_Summary_Tables.xlsx,Sex,Male,866,YES,66.2,60.2,71.7
2024_PHR6_BRFSS_Summary_Tables.xlsx,Sex,Female,789,YES,78.0,72.0,83.0
2024_PHR6_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"White, Non-Hispanic",909,YES,79.4,73.2,84.4
2024_PHR6_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Black, Non-Hispanic",194,YES,80.5,69.3,88.3
2024_PHR6_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,Hispanic,377,YES,62.8,54.8,70.1
2024_PHR6_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",143,YES,69.0,55.3,80.0
2024_PHR6_BRFSS_Summary_Tables.xlsx,Age,18 to 29,305,YES,59.9,50.4,68.7
2024_PHR6_BRFSS_Summary_Tables.xlsx,Age,30 to 44,389,YES,62.1,53.6,70.0
2024_PHR6_BRFSS_Summary_Tables.xlsx,Age,45 to 64,503,YES,77.9,70.0,84.1
2024_PHR6_BRFSS_Summary_Tables.xlsx,Age,65+,442,YES,92.8,86.6,96.2
2024_PHR6_BRFSS_Summary_Tables.xlsx,Education,Less than high school,124,YES,69.1,54.7,80.5
2024_PHR6_BRFSS_Summary_Tables.xlsx,Education,High school graduate,365,YES,63.6,53.9,72.2
2024_PHR6_BRFSS_Summary_Tables.xlsx,Education,Some college,398,YES,73.6,65.3,80.5
2024_PHR6_BRFSS_Summary_Tables.xlsx,Education,College graduate,759,YES,79.8,74.2,84.4
2024_PHR6_BRFSS_Summary_Tables.xlsx,Income,"<$25,000",186,YES,71.6,59.2,81.3
2024_PHR6_BRFSS_Summary_Tables.xlsx,Income,"$25,000 to <$50,000",325,YES,63.8,52.9,73.4
2024_PHR6_BRFSS_Summary_Tables.xlsx,Income,"$50,000+",823,YES,78.7,73.2,83.4
2024_PHR6_BRFSS_Summary_Tables.xlsx,Marital Status,Married,785,YES,79.4,73.5,84.3
2024_PHR6_BRFSS_Summary_Tables.xlsx,Marital Status,Not married,847,YES,65.0,58.8,70.6
2024_PHR6_BRFSS_Summary_Tables.xlsx,Employment Status,Employed,916,YES,68.5,62.7,73.7
2024_PHR6_BRFSS_Summary_Tables.xlsx,Employment Status,Not employed,717,YES,79.2,73.0,84.3
2024_PHR6_BRFSS_Summary_Tables.xlsx,Health Insurance,Health insurance,"1,370",YES,81.7,77.7,85.1
2024_PHR6_BRFSS_Summary_Tables.xlsx,Health Insurance,No health insurance,206,YES,30.5,20.8,42.3
2024_PHR6_BRFSS_Summary_Tables.xlsx,Disability Status,Has disability,467,YES,75.9,67.3,82.8
2024_PHR6_BRFSS_Summary_Tables.xlsx,Disability Status,No disability,"1,093",YES,72.4,67.3,77.0
2024_PHR6_BRFSS_Summary_Tables.xlsx,Sexual Orientation,"Gay, Lesbian, or Bisexual",92,YES,59.8,39.1,77.5
2024_PHR6_BRFSS_Summary_Tables.xlsx,Sexual Orientation,Straight,"1,243",YES,74.5,69.2,79.1
2024_PHR6_BRFSS_Summary_Tables.xlsx,Total,Total,"1,655",NO,13.0,10.2,16.4
2024_PHR6_BRFSS_Summary_Tables.xlsx,Sex,Male,866,NO,13.3,9.8,17.8
2024_PHR6_BRFSS_Summary_Tables.xlsx,Sex,Female,789,NO,12.7,8.7,18.3
2024_PHR6_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"White, Non-Hispanic",909,NO,9.4,5.6,15.4
2024_PHR6_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Black, Non-Hispanic",194,NO,,,
2024_PHR6_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,Hispanic,377,NO,19.3,14.0,26.0
2024_PHR6_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",143,NO,,,
2024_PHR6_BRFSS_Summary_Tables.xlsx,Age,18 to 29,305,NO,22.9,15.5,32.5
2024_PHR6_BRFSS_Summary_Tables.xlsx,Age,30 to 44,389,NO,13.7,8.9,20.7
2024_PHR6_BRFSS_Summary_Tables.xlsx,Age,45 to 64,503,NO,10.6,6.4,17.0
2024_PHR6_BRFSS_Summary_Tables.xlsx,Age,65+,442,NO,,,
2024_PHR6_BRFSS_Summary_Tables.xlsx,Education,Less than high school,124,NO,,,
2024_PHR6_BRFSS_Summary_Tables.xlsx,Education,High school graduate,365,NO,19.4,12.7,28.5
2024_PHR6_BRFSS_Summary_Tables.xlsx,Education,Some college,398,NO,11.7,7.0,19.0
2024_PHR6_BRFSS_Summary_Tables.xlsx,Education,College graduate,759,NO,8.3,5.6,12.0
2024_PHR6_BRFSS_Summary_Tables.xlsx,Income,"<$25,000",186,NO,,,
2024_PHR6_BRFSS_Summary_Tables.xlsx,Income,"$25,000 to <$50,000",325,NO,20.1,12.8,30.2
2024_PHR6_BRFSS_Summary_Tables.xlsx,Income,"$50,000+",823,NO,7.9,5.2,11.8
2024_PHR6_BRFSS_Summary_Tables.xlsx,Marital Status,Married,785,NO,9.7,6.5,14.3
2024_PHR6_BRFSS_Summary_Tables.xlsx,Marital Status,Not married,847,NO,16.1,11.8,21.6
2024_PHR6_BRFSS_Summary_Tables.xlsx,Employment Status,Employed,916,NO,16.3,12.2,21.4
2024_PHR6_BRFSS_Summary_Tables.xlsx,Employment Status,Not employed,717,NO,7.2,4.6,11.1
2024_PHR6_BRFSS_Summary_Tables.xlsx,Health Insurance,Health insurance,"1,370",NO,8.4,6.1,11.6
2024_PHR6_BRFSS_Summary_Tables.xlsx,Health Insurance,No health insurance,206,NO,31.1,21.1,43.3
2024_PHR6_BRFSS_Summary_Tables.xlsx,Disability Status,Has disability,467,NO,,,
2024_PHR6_BRFSS_Summary_Tables.xlsx,Disability Status,No disability,"1,093",NO,14.3,10.8,18.7
2024_PHR6_BRFSS_Summary_Tables.xlsx,Sexual Orientation,"Gay, Lesbian, or Bisexual",92,NO,,,
2024_PHR6_BRFSS_Summary_Tables.xlsx,Sexual Orientation,Straight,"1,243",NO,12.0,8.8,16.2
2024_PHR7_BRFSS_Summary_Tables.xlsx,Total,Total,"1,356",YES,77.0,73.8,80.0
2024_PHR7_BRFSS_Summary_Tables.xlsx,Sex,Male,683,YES,72.9,67.9,77.4
2024_PHR7_BRFSS_Summary_Tables.xlsx,Sex,Female,673,YES,80.7,76.3,84.3
2024_PHR7_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"White, Non-Hispanic",860,YES,78.2,74.2,81.6
2024_PHR7_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Black, Non-Hispanic",85,YES,84.0,71.8,91.6
2024_PHR7_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,Hispanic,274,YES,74.8,67.1,81.2
2024_PHR7_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",105,YES,75.0,62.8,84.2
2024_PHR7_BRFSS_Summary_Tables.xlsx,Age,18 to 29,275,YES,65.8,58.0,72.8
2024_PHR7_BRFSS_Summary_Tables.xlsx,Age,30 to 44,347,YES,70.8,63.3,77.3
2024_PHR7_BRFSS_Summary_Tables.xlsx,Age,45 to 64,379,YES,81.5,76.3,85.7
2024_PHR7_BRFSS_Summary_Tables.xlsx,Age,65+,335,YES,93.2,89.2,95.8
2024_PHR7_BRFSS_Summary_Tables.xlsx,Education,Less than high school,71,YES,66.5,50.8,79.3
2024_PHR7_BRFSS_Summary_Tables.xlsx,Education,High school graduate,270,YES,80.4,74.0,85.5
2024_PHR7_BRFSS_Summary_Tables.xlsx,Education,Some college,332,YES,74.3,67.7,79.9
2024_PHR7_BRFSS_Summary_Tables.xlsx,Education,College graduate,676,YES,80.9,77.0,84.2
2024_PHR7_BRFSS_Summary_Tables.xlsx,Income,"<$25,000",123,YES,75.6,63.8,84.4
2024_PHR7_BRFSS_Summary_Tables.xlsx,Income,"$25,000 to <$50,000",222,YES,65.1,55.1,73.9
2024_PHR7_BRFSS_Summary_Tables.xlsx,Income,"$50,000+",762,YES,80.3,76.5,83.5
2024_PHR7_BRFSS_Summary_Tables.xlsx,Marital Status,Married,673,YES,81.0,76.6,84.7
2024_PHR7_BRFSS_Summary_Tables.xlsx,Marital Status,Not married,673,YES,72.9,67.9,77.4
2024_PHR7_BRFSS_Summary_Tables.xlsx,Employment Status,Employed,817,YES,73.8,69.6,77.6
2024_PHR7_BRFSS_Summary_Tables.xlsx,Employment Status,Not employed,517,YES,84.5,79.6,88.3
2024_PHR7_BRFSS_Summary_Tables.xlsx,Health Insurance,Health insurance,"1,196",YES,81.6,78.4,84.3
2024_PHR7_BRFSS_Summary_Tables.xlsx,Health Insurance,No health insurance,106,YES,37.5,26.2,50.2
2024_PHR7_BRFSS_Summary_Tables.xlsx,Disability Status,Has disability,348,YES,81.8,75.5,86.7
2024_PHR7_BRFSS_Summary_Tables.xlsx,Disability Status,No disability,917,YES,76.2,72.1,79.8
2024_PHR7_BRFSS_Summary_Tables.xlsx,Sexual Orientation,"Gay, Lesbian, or Bisexual",100,YES,84.7,72.8,92.0
2024_PHR7_BRFSS_Summary_Tables.xlsx,Sexual Orientation,Straight,983,YES,79.7,76.1,82.8
2024_PHR7_BRFSS_Summary_Tables.xlsx,Total,Total,"1,356",NO,10.5,8.4,12.9
2024_PHR7_BRFSS_Summary_Tables.xlsx,Sex,Male,683,NO,9.5,7.0,12.7
2024_PHR7_BRFSS_Summary_Tables.xlsx,Sex,Female,673,NO,11.4,8.4,15.2
2024_PHR7_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"White, Non-Hispanic",860,NO,10.0,7.8,12.8
2024_PHR7_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Black, Non-Hispanic",85,NO,,,
2024_PHR7_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,Hispanic,274,NO,8.3,5.1,13.3
2024_PHR7_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",105,NO,,,
2024_PHR7_BRFSS_Summary_Tables.xlsx,Age,18 to 29,275,NO,18.5,13.1,25.5
2024_PHR7_BRFSS_Summary_Tables.xlsx,Age,30 to 44,347,NO,10.4,6.9,15.4
2024_PHR7_BRFSS_Summary_Tables.xlsx,Age,45 to 64,379,NO,8.2,5.3,12.5
2024_PHR7_BRFSS_Summary_Tables.xlsx,Age,65+,335,NO,,,
2024_PHR7_BRFSS_Summary_Tables.xlsx,Education,Less than high school,71,NO,,,
2024_PHR7_BRFSS_Summary_Tables.xlsx,Education,High school graduate,270,NO,5.3,3.1,9.1
2024_PHR7_BRFSS_Summary_Tables.xlsx,Education,Some college,332,NO,14.5,10.0,20.6
2024_PHR7_BRFSS_Summary_Tables.xlsx,Education,College graduate,676,NO,10.6,8.1,13.8
2024_PHR7_BRFSS_Summary_Tables.xlsx,Income,"<$25,000",123,NO,,,
2024_PHR7_BRFSS_Summary_Tables.xlsx,Income,"$25,000 to <$50,000",222,NO,12.4,7.2,20.4
2024_PHR7_BRFSS_Summary_Tables.xlsx,Income,"$50,000+",762,NO,10.4,7.9,13.5
2024_PHR7_BRFSS_Summary_Tables.xlsx,Marital Status,Married,673,NO,8.4,6.2,11.3
2024_PHR7_BRFSS_Summary_Tables.xlsx,Marital Status,Not married,673,NO,13.2,9.8,17.5
2024_PHR7_BRFSS_Summary_Tables.xlsx,Employment Status,Employed,817,NO,12.1,9.5,15.2
2024_PHR7_BRFSS_Summary_Tables.xlsx,Employment Status,Not employed,517,NO,6.7,4.3,10.4
2024_PHR7_BRFSS_Summary_Tables.xlsx,Health Insurance,Health insurance,"1,196",NO,10.3,8.1,13.0
2024_PHR7_BRFSS_Summary_Tables.xlsx,Health Insurance,No health insurance,106,NO,,,
2024_PHR7_BRFSS_Summary_Tables.xlsx,Disability Status,Has disability,348,NO,7.4,4.5,11.9
2024_PHR7_BRFSS_Summary_Tables.xlsx,Disability Status,No disability,917,NO,10.4,8.1,13.4
2024_PHR7_BRFSS_Summary_Tables.xlsx,Sexual Orientation,"Gay, Lesbian, or Bisexual",100,NO,,,
2024_PHR7_BRFSS_Summary_Tables.xlsx,Sexual Orientation,Straight,983,NO,8.7,6.6,11.5
2024_PHR8_BRFSS_Summary_Tables.xlsx,Total,Total,"1,430",YES,76.9,73.6,79.8
2024_PHR8_BRFSS_Summary_Tables.xlsx,Sex,Male,695,YES,73.7,68.6,78.2
2024_PHR8_BRFSS_Summary_Tables.xlsx,Sex,Female,735,YES,80.0,75.7,83.8
2024_PHR8_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"White, Non-Hispanic",761,YES,78.3,73.8,82.3
2024_PHR8_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Black, Non-Hispanic",89,YES,77.3,65.0,86.2
2024_PHR8_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,Hispanic,463,YES,76.3,71.2,80.7
2024_PHR8_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",86,YES,77.7,61.1,88.6
2024_PHR8_BRFSS_Summary_Tables.xlsx,Age,18 to 29,181,YES,56.8,47.5,65.6
2024_PHR8_BRFSS_Summary_Tables.xlsx,Age,30 to 44,339,YES,69.8,62.9,76.0
2024_PHR8_BRFSS_Summary_Tables.xlsx,Age,45 to 64,461,YES,85.2,80.7,88.9
2024_PHR8_BRFSS_Summary_Tables.xlsx,Age,65+,431,YES,93.8,89.7,96.3
2024_PHR8_BRFSS_Summary_Tables.xlsx,Education,Less than high school,84,YES,84.4,74.8,90.9
2024_PHR8_BRFSS_Summary_Tables.xlsx,Education,High school graduate,295,YES,69.7,62.3,76.2
2024_PHR8_BRFSS_Summary_Tables.xlsx,Education,Some college,379,YES,75.0,68.5,80.5
2024_PHR8_BRFSS_Summary_Tables.xlsx,Education,College graduate,668,YES,80.6,76.2,84.4
